#k 	 density 	 avg odf
3;0.00;0.59
3;1.00;0.30
3;1.00;0.24
3;0.83;0.49
3;0.83;0.44
3;1.00;0.36
3;0.83;0.42
3;0.70;0.34
3;1.00;0.30
3;0.83;0.18
3;1.00;0.31
3;1.00;0.26
3;0.83;0.34
3;1.00;0.25
3;1.00;0.26
3;1.00;0.37
3;0.83;0.41
3;0.83;0.49
3;0.83;0.44
3;1.00;0.34
3;0.83;0.48
3;0.83;0.35
3;0.83;0.39
3;0.83;0.43
3;1.00;0.36
3;1.00;0.37
3;0.26;0.55
3;1.00;0.56
3;1.00;0.39
3;1.00;0.12
3;1.00;0.30
3;0.83;0.42
3;1.00;0.44
3;1.00;0.36
3;1.00;0.30
3;1.00;0.42
3;0.83;0.41
3;1.00;0.45
3;0.83;0.42
3;1.00;0.30
3;1.00;0.23
3;0.52;0.35
3;1.00;0.36
3;1.00;0.39
3;1.00;0.31
3;1.00;0.24
3;0.83;0.35
3;1.00;0.19
3;1.00;0.30
3;1.00;0.39
3;0.83;0.52
3;0.70;0.36
3;1.00;0.14
3;1.00;0.29
3;0.83;0.45
3;1.00;0.15
3;1.00;0.36
3;0.83;0.44
3;1.00;0.31
3;0.83;0.44
3;1.00;0.36
3;0.30;0.55
3;1.00;0.44
3;1.00;0.37
3;1.00;0.13
3;0.70;0.58
3;1.00;0.28
3;1.00;0.15
3;0.46;0.36
3;1.00;0.38
3;1.00;0.44
3;0.31;0.55
3;1.00;0.19
3;0.46;0.37
3;1.00;0.18
3;0.70;0.49
3;0.83;0.42
3;0.83;0.41
3;1.00;0.36
3;1.00;0.25
3;1.00;0.36
3;1.00;0.30
3;0.83;0.38
3;1.00;0.29
3;1.00;0.21
3;1.00;0.46
3;1.00;0.51
3;1.00;0.19
3;1.00;0.07
3;1.00;0.29
3;0.83;0.40
3;1.00;0.12
3;1.00;0.27
3;1.00;0.26
3;0.46;0.35
3;0.52;0.43
3;0.52;0.50
3;0.70;0.45
3;0.52;0.47
3;1.00;0.32
3;0.46;0.40
3;0.70;0.53
3;0.83;0.39
3;1.00;0.38
3;0.70;0.47
3;1.00;0.45
3;1.00;0.25
3;0.60;0.43
3;1.00;0.33
3;0.83;0.42
3;1.00;0.20
3;1.00;0.27
3;0.60;0.44
3;1.00;0.26
3;1.00;0.39
3;1.00;0.67
3;1.00;0.36
3;0.83;0.44
3;1.00;0.33
3;1.00;0.39
3;1.00;0.33
3;0.70;0.33
3;1.00;0.32
3;0.52;0.38
3;0.83;0.42
3;1.00;0.31
3;1.00;0.16
3;0.60;0.44
3;1.00;0.39
3;1.00;0.56
3;1.00;0.40
3;1.00;0.37
3;1.00;0.30
3;1.00;0.34
3;1.00;0.45
3;1.00;0.41
3;0.83;0.38
3;1.00;0.24
3;0.83;0.34
3;1.00;0.33
3;1.00;0.32
3;1.00;0.12
3;1.00;0.47
3;0.70;0.40
3;1.00;0.45
3;1.00;0.27
3;0.52;0.26
3;1.00;0.25
3;0.83;0.38
3;0.70;0.36
3;1.00;0.25
3;0.70;0.59
3;1.00;0.34
3;0.83;0.32
3;1.00;0.33
3;1.00;0.23
3;1.00;0.27
3;0.83;0.31
3;1.00;0.44
3;1.00;0.33
3;0.83;0.38
3;0.70;0.30
3;1.00;0.27
3;1.00;0.43
3;0.83;0.20
3;1.00;0.30
3;1.00;0.33
3;0.83;0.54
3;1.00;0.17
